filename,class_label,group_id,ai_probability,manipulationProbability,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
manipulated\Tp_S_NRN_S_N_cha10160_cha10160_12258_gt.png,Manipulated,,0.5448,0.05,0.02,13,0.31,0.18,0.36,5.13,409.48,3.74,356.73,1321.09
manipulated\Tp_S_NRN_S_N_cha10203_cha10203_12354_gt.png,Manipulated,,0.3963,0.0333,0.0,12,0.13,0.03,0.05,2.01,69.76,0.47,58.89,303.5
manipulated\Tp_S_NRN_S_N_cha10206_cha10206_12343_gt.png,Manipulated,,0.6362,0.0333,0.02,15,0.31,0.22,0.44,5.63,457.07,4.55,413.85,2345.24
manipulated\Tp_S_NRN_S_N_cha20009_cha20009_02008_gt.png,Manipulated,,0.5054,0.0167,0.01,12,0.19,0.08,0.16,3.4,190.33,1.6,169.47,1089.38
manipulated\Tp_S_NRN_S_N_ind00008_ind00008_01306_gt.png,Manipulated,,0.6623,0.1,0.03,14,0.35,0.2,0.38,5.32,500.07,3.91,525.19,1491.9
manipulated\Tp_S_NRN_S_N_ind00012_ind00012_01310_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.22,0.21,0.41,5.41,362.48,4.33,365.79,1214.55
manipulated\Tp_S_NRN_S_N_ind00019_ind00019_01317_gt.png,Manipulated,,0.7272,0.0,0.01,12,0.21,0.08,0.16,3.51,216.96,1.68,219.6,860.53
manipulated\Tp_S_NRN_S_N_ind00024_ind00024_10712_gt.png,Manipulated,,0.1209,0.05,0.03,15,0.4,0.31,0.59,6.53,727.62,6.09,738.83,1758.21
manipulated\Tp_S_NRN_S_N_ind00032_ind00032_01325_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.23,0.13,0.23,4.05,269.88,2.37,269.88,1294.29
manipulated\Tp_S_NRN_S_N_ind00037_ind00037_01328_gt.png,Manipulated,,0.559,0.0,0.03,15,0.37,0.23,0.44,5.71,609.87,4.53,612.52,1907.29
manipulated\Tp_S_NRN_S_N_ind00038_ind00038_10912_gt.png,Manipulated,,0.4541,0.0333,0.02,14,0.31,0.17,0.34,4.96,433.92,3.47,437.89,1154.9
manipulated\Tp_S_NRN_S_N_ind00038_ind00038_10913_gt.png,Manipulated,,0.5117,0.0,0.02,12,0.32,0.33,0.66,6.82,550.34,6.93,546.37,1007.25
manipulated\Tp_S_NRN_S_N_ind00042_ind00042_00899_gt.png,Manipulated,,0.7661,0.0,0.01,13,0.22,0.1,0.19,3.74,216.96,2.02,216.96,1040.51
manipulated\Tp_S_NRN_S_N_ind00043_ind00043_10890_gt.png,Manipulated,,0.6441,0.0,0.01,13,0.2,0.09,0.17,3.54,224.9,1.7,231.51,821.95
manipulated\Tp_S_NRN_S_N_ind00044_ind00044_10894_gt.png,Manipulated,,0.7436,0.0,0.01,12,0.26,0.12,0.23,4.05,259.3,2.35,262.6,942.33
manipulated\Tp_S_NRN_S_N_ind00047_ind00047_10893_gt.png,Manipulated,,0.6139,0.0333,0.03,12,0.38,0.25,0.49,5.97,588.71,5.02,596.64,1373.93
manipulated\Tp_S_NRN_S_N_ind00055_ind00055_00905_gt.png,Manipulated,,0.6645,0.0,0.01,14,0.24,0.08,0.16,3.45,195.79,1.68,209.68,849.61
manipulated\Tp_S_NRN_S_N_ind00068_ind00068_10690_gt.png,Manipulated,,0.6051,0.0,0.01,13,0.22,0.09,0.16,3.49,227.55,1.68,232.84,927.25
manipulated\Tp_S_NRN_S_N_ind00085_ind00085_10674_gt.png,Manipulated,,0.7327,0.0167,0.02,13,0.32,0.2,0.4,5.42,500.07,4.11,506.68,2125.54
manipulated\Tp_S_NRN_S_N_ind00090_ind00090_10643_gt.png,Manipulated,,0.6896,0.1,0.02,12,0.33,0.17,0.34,4.99,404.82,3.5,407.46,1531.0
manipulated\Tp_S_NRN_S_N_ind20006_ind20006_02266_gt.png,Manipulated,,0.6982,0.0833,0.01,12,0.18,0.06,0.11,2.86,140.53,1.16,124.36,566.9
manipulated\Tp_S_NRN_S_N_ind20028_ind20028_02283_gt.png,Manipulated,,0.6464,0.0,0.0,12,0.13,0.07,0.15,3.23,129.51,1.53,118.21,717.77
manipulated\Tp_S_NRN_S_N_ind20048_ind20048_01789_gt.png,Manipulated,,0.6714,0.0,0.01,12,0.22,0.08,0.16,3.53,208.46,1.61,172.39,1368.29
manipulated\Tp_S_NRN_S_N_ind20057_ind20057_02300_gt.png,Manipulated,,0.7553,0.0333,0.01,12,0.2,0.08,0.16,3.41,149.85,1.7,139.96,693.01
manipulated\Tp_S_NRN_S_N_nat00034_nat00034_00954_gt.png,Manipulated,,0.6464,0.0,0.02,12,0.31,0.18,0.34,4.94,428.63,3.47,433.92,1308.05
manipulated\Tp_S_NRN_S_N_nat00063_nat00063_00974_gt.png,Manipulated,,0.1743,0.0167,0.03,17,0.4,0.27,0.49,5.98,683.96,5.07,700.49,1842.57
manipulated\Tp_S_NRN_S_N_nat00086_nat00086_00988_gt.png,Manipulated,,0.3039,0.0,0.02,12,0.33,0.26,0.52,6.36,599.95,5.1,595.29,1607.59
manipulated\Tp_S_NRN_S_N_nat10131_nat10131_11900_gt.png,Manipulated,,0.7542,0.05,0.01,13,0.16,0.06,0.12,2.91,121.08,1.22,116.48,509.39
manipulated\Tp_S_NRN_S_N_nat10134_nat10134_11911_gt.png,Manipulated,,0.3391,0.0667,0.02,12,0.28,0.19,0.37,5.19,384.19,3.88,390.26,1203.32
manipulated\Tp_S_NRN_S_N_nat10140_nat10140_11952_gt.png,Manipulated,,0.1763,0.05,0.02,12,0.28,0.14,0.27,4.45,362.8,2.75,397.08,1156.83
manipulated\Tp_S_NRN_S_N_nat10147_nat10147_11995_gt.png,Manipulated,,0.5132,0.1,0.01,12,0.17,0.06,0.12,2.92,128.7,1.21,120.25,916.05
manipulated\Tp_S_NRN_S_N_nat10157_nat10157_12040_gt.png,Manipulated,,0.6066,0.0,0.02,14,0.29,0.17,0.34,4.99,371.5,3.49,333.31,1213.57
manipulated\Tp_S_NRN_S_N_nat20031_nat20031_01535_gt.png,Manipulated,,0.728,0.1,0.01,14,0.25,0.12,0.23,4.16,281.82,2.42,248.85,994.56
manipulated\Tp_S_NRN_S_N_nat20041_nat20041_01545_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.19,0.06,0.12,3.02,138.3,1.28,130.88,427.33
manipulated\Tp_S_NRN_S_N_nat20051_nat20051_01555_gt.png,Manipulated,,0.6464,0.0167,0.01,12,0.23,0.1,0.19,3.7,224.57,1.94,213.53,1254.44
manipulated\Tp_S_NRN_S_N_nat20072_nat20072_01576_gt.png,Manipulated,,0.6464,0.0333,0.03,13,0.38,0.26,0.5,6.09,640.76,5.16,977.68,2631.56
manipulated\Tp_S_NRN_S_N_nat20093_nat20093_02457_gt.png,Manipulated,,0.6464,0.0167,0.02,14,0.29,0.17,0.32,4.91,395.41,3.32,368.57,1112.91
manipulated\Tp_S_NRN_S_N_nat20097_nat20097_02257_gt.png,Manipulated,,0.4987,0.0167,0.01,15,0.18,0.06,0.12,2.96,145.22,1.24,127.68,854.76
manipulated\Tp_S_NRN_S_N_pla00005_pla00005_10937_gt.png,Manipulated,,0.1477,0.0667,0.08,14,0.61,0.67,1.28,9.67,1710.56,13.15,1732.37,2728.0
manipulated\Tp_S_NRN_S_N_pla00016_pla00016_10961_gt.png,Manipulated,,0.3499,0.0167,0.02,12,0.29,0.17,0.32,4.79,391.59,3.26,391.59,1320.44
manipulated\Tp_S_NRN_S_N_pla00056_pla00056_01165_gt.png,Manipulated,,0.5357,0.0333,0.04,12,0.43,0.32,0.62,6.71,762.01,6.4,771.93,2189.86
manipulated\Tp_S_NRN_S_N_pla00065_pla00065_01172_gt.png,Manipulated,,0.5494,0.0,0.02,12,0.32,0.15,0.3,4.7,338.67,3.13,341.98,1167.61
manipulated\Tp_S_NRN_S_N_pla10123_pla10123_11554_gt.png,Manipulated,,0.564,0.0167,0.03,15,0.39,0.31,0.61,6.65,658.82,6.35,666.76,2135.29
manipulated\Tp_S_NRN_S_N_pla20047_pla20047_01947_gt.png,Manipulated,,0.6191,0.0333,0.01,11,0.17,0.07,0.14,3.24,145.75,1.5,122.01,768.21
manipulated\Tp_S_NRN_S_N_pla20061_pla20061_01961_gt.png,Manipulated,,0.4117,0.0333,0.01,14,0.2,0.07,0.14,3.22,176.74,1.44,155.22,857.88
manipulated\Tp_S_NRN_S_N_pla20072_pla20072_02364_gt.png,Manipulated,,0.7737,0.0167,0.01,12,0.17,0.07,0.13,3.07,137.86,1.36,134.65,647.19
manipulated\Tp_S_NRN_S_N_pla20079_pla20079_01979_gt.png,Manipulated,,0.6464,0.0,0.01,14,0.17,0.05,0.1,2.71,131.71,1.02,273.22,1731.94
manipulated\Tp_S_NRN_S_N_sec00028_sec00028_10783_gt.png,Manipulated,,0.8398,0.0,0.01,12,0.25,0.13,0.24,4.32,336.03,2.5,337.34,1169.12
manipulated\Tp_S_NRN_S_N_sec00061_sec00061_00729_gt.png,Manipulated,,0.4869,0.0667,0.04,13,0.43,0.42,0.84,7.78,931.35,8.68,943.91,1383.62
manipulated\Tp_S_NRN_S_N_sec00067_sec00067_11255_gt.png,Manipulated,,0.7174,0.0333,0.02,13,0.27,0.13,0.26,4.41,287.08,2.73,370.24,943.23
manipulated\Tp_S_NRN_S_N_sec00070_sec00070_10717_gt.png,Manipulated,,0.6464,0.0,0.03,15,0.35,0.22,0.43,5.58,535.13,4.38,559.58,1560.91
manipulated\Tp_S_NRN_S_N_sec00078_sec00078_00786_gt.png,Manipulated,,0.8161,0.1,0.07,14,0.59,0.72,1.33,9.93,1997.63,13.58,2006.23,4021.93
manipulated\Tp_S_NRN_S_N_sec00082_sec00082_00785_gt.png,Manipulated,,0.6464,0.0,0.02,13,0.32,0.17,0.35,5.1,441.2,3.56,441.2,2115.92
manipulated\Tp_S_NRN_S_N_sec20020_sec20020_01610_gt.png,Manipulated,,0.5544,0.0,0.01,17,0.25,0.09,0.18,3.62,227.3,1.8,240.7,860.75
manipulated\Tp_S_NRN_S_N_sec20023_sec20023_01613_gt.png,Manipulated,,0.6934,0.0,0.01,11,0.21,0.08,0.16,3.46,177.85,1.71,167.92,827.83
manipulated\Tp_S_NRN_S_N_sec20026_sec20026_02124_gt.png,Manipulated,,0.2729,0.0,0.01,12,0.2,0.1,0.18,3.71,234.21,1.86,247.47,925.88
manipulated\Tp_S_NRN_S_N_sec20037_sec20037_01627_gt.png,Manipulated,,0.6464,0.0,0.01,12,0.15,0.06,0.12,2.91,142.4,1.19,306.45,1869.5
manipulated\Tp_S_NRN_S_N_sec20041_sec20041_01631_gt.png,Manipulated,,0.5637,0.0333,0.02,14,0.27,0.14,0.28,4.51,321.42,2.86,289.58,1129.09
manipulated\Tp_S_NRN_S_N_sec20085_sec20085_02446_gt.png,Manipulated,,0.6464,0.0,0.0,12,0.14,0.04,0.07,2.34,101.9,0.76,85.73,712.1
manipulated\Tp_S_NRN_S_N_sec20096_sec20096_02142_gt.png,Manipulated,,0.7386,0.0333,0.01,12,0.19,0.07,0.13,3.1,162.83,1.36,141.29,908.25
manipulated\Tp_S_NRN_S_N_txt00029_txt00029_10832_gt.png,Manipulated,,0.0086,0.0,0.01,9,0.12,0.55,1.06,8.53,727.62,11.29,727.62,1068.13
manipulated\Tp_S_NRN_S_N_txt00061_txt00061_01283_gt.png,Manipulated,,0.7109,0.0167,0.04,15,0.43,0.33,0.57,6.47,891.66,5.88,896.29,1796.45
manipulated\Tp_S_NRN_S_O_ani10103_ani10103_10634_gt.png,Manipulated,,0.3155,0.05,0.11,14,0.73,0.96,1.86,11.57,2348.12,19.24,2199.23,2317.73
manipulated\Tp_S_NRN_S_O_cha10187_cha10187_12308_gt.png,Manipulated,,0.6924,0.0167,0.01,13,0.22,0.11,0.21,3.93,237.31,2.19,236.36,1088.41
manipulated\Tp_S_NRN_S_O_sec00036_sec00036_00764_gt.png,Manipulated,,0.6814,0.0,0.02,13,0.31,0.2,0.38,5.33,461.71,3.97,463.03,1062.52
partially_ai_edited\AutoSplice\Forged_JPEG100\39446_1.jpg,Partially AI-Edited,,1.0,0.3618,1.54,27,1.91,5.67,2.15,4.3,246.56,44.15,240.74,196.62
partially_ai_edited\AutoSplice\Forged_JPEG100\39457_1.jpg,Partially AI-Edited,,0.3079,0.1777,1.09,29,1.17,2.61,2.26,3.04,132.39,37.15,192.36,209.53
partially_ai_edited\AutoSplice\Forged_JPEG100\39576_1.jpg,Partially AI-Edited,,0.9318,0.21,0.87,26,1.44,2.12,1.28,2.55,71.75,25.0,74.83,102.36
partially_ai_edited\AutoSplice\Forged_JPEG100\39635_1.jpg,Partially AI-Edited,,0.0046,0.2245,1.33,30,1.71,8.97,3.2,4.09,236.38,57.63,250.03,143.24
partially_ai_edited\AutoSplice\Forged_JPEG100\39663_0.jpg,Partially AI-Edited,,0.9971,0.337,1.1,24,1.68,3.42,1.96,5.39,355.79,37.19,363.18,428.78
partially_ai_edited\AutoSplice\Forged_JPEG100\39691_1.jpg,Partially AI-Edited,,0.9991,0.3865,1.4,35,2.03,4.51,1.92,4.2,244.01,40.26,235.03,208.91
partially_ai_edited\AutoSplice\Forged_JPEG100\39691_2.jpg,Partially AI-Edited,,1.0,0.3711,1.27,33,1.84,3.28,1.7,4.04,217.55,33.03,207.61,255.56
partially_ai_edited\AutoSplice\Forged_JPEG100\39776_2.jpg,Partially AI-Edited,,0.0632,0.2504,1.43,29,1.67,12.12,5.52,7.0,936.83,66.93,1036.56,737.09
partially_ai_edited\AutoSplice\Forged_JPEG100\39816_0.jpg,Partially AI-Edited,,0.261,0.2359,1.26,22,1.46,8.4,3.9,6.09,492.78,65.67,506.17,349.33
partially_ai_edited\AutoSplice\Forged_JPEG100\39969_2.jpg,Partially AI-Edited,,0.9705,0.377,1.49,35,1.92,11.89,5.15,7.33,933.27,72.48,1019.22,960.14
partially_ai_edited\AutoSplice\Forged_JPEG100\39976_1.jpg,Partially AI-Edited,,0.9998,0.385,1.36,30,1.95,3.47,1.91,4.86,319.87,37.02,343.44,285.14
partially_ai_edited\AutoSplice\Forged_JPEG100\40034_0.jpg,Partially AI-Edited,,0.9949,0.2125,1.42,25,1.66,9.77,4.3,6.73,568.1,71.7,589.66,454.11
partially_ai_edited\AutoSplice\Forged_JPEG100\40079_1.jpg,Partially AI-Edited,,0.1891,0.3157,1.31,22,1.68,5.37,2.01,3.8,201.37,41.59,210.93,174.09
partially_ai_edited\AutoSplice\Forged_JPEG100\40162_1.jpg,Partially AI-Edited,,0.9989,0.2231,0.78,18,1.12,3.2,1.43,2.93,88.42,32.31,96.24,124.84
partially_ai_edited\AutoSplice\Forged_JPEG100\40378_1.jpg,Partially AI-Edited,,0.0046,0.1166,1.63,19,1.46,31.11,14.83,13.36,6094.74,151.7,6177.72,2092.62
partially_ai_edited\AutoSplice\Forged_JPEG100\40457_0.jpg,Partially AI-Edited,,0.998,0.335,1.37,23,1.66,6.32,3.08,5.77,359.54,67.18,386.29,276.85
partially_ai_edited\AutoSplice\Forged_JPEG100\40492_0.jpg,Partially AI-Edited,,0.0144,0.2141,1.18,15,1.28,13.01,3.92,4.16,232.43,76.05,246.12,129.38
partially_ai_edited\AutoSplice\Forged_JPEG100\40574_0.jpg,Partially AI-Edited,,0.0473,0.255,0.71,26,0.9,3.26,1.25,2.93,64.33,33.15,73.74,122.54
partially_ai_edited\AutoSplice\Forged_JPEG100\40618_0.jpg,Partially AI-Edited,,0.0014,0.6616,1.43,22,1.93,15.66,6.45,9.42,1595.96,77.75,1555.33,1371.21
partially_ai_edited\AutoSplice\Forged_JPEG100\40691_0.jpg,Partially AI-Edited,,0.0001,0.4664,1.05,30,1.46,15.08,9.25,12.56,2611.91,101.54,2620.68,2126.71
partially_ai_edited\AutoSplice\Forged_JPEG100\40740_1.jpg,Partially AI-Edited,,1.0,0.4237,1.43,29,1.96,5.89,2.19,3.56,130.99,49.71,144.07,116.43
partially_ai_edited\AutoSplice\Forged_JPEG100\40922_1.jpg,Partially AI-Edited,,0.0,0.151,1.35,23,1.47,17.63,9.22,11.12,2530.93,104.04,2581.28,1350.07
partially_ai_edited\AutoSplice\Forged_JPEG100\41008_2.jpg,Partially AI-Edited,,1.0,0.4077,1.04,29,1.87,4.28,2.82,6.45,426.86,45.94,421.21,358.06
partially_ai_edited\AutoSplice\Forged_JPEG100\41267_0.jpg,Partially AI-Edited,,1.0,0.3864,2.05,42,2.72,7.69,5.29,9.69,1151.27,79.07,1133.01,951.06
partially_ai_edited\AutoSplice\Forged_JPEG100\41487_1.jpg,Partially AI-Edited,,0.9984,0.4051,1.23,27,1.95,4.52,2.19,5.41,372.43,40.86,375.77,523.66
partially_ai_edited\AutoSplice\Forged_JPEG100\41489_2.jpg,Partially AI-Edited,,0.0001,0.2855,1.42,28,1.87,14.7,8.01,11.04,2127.54,99.06,2158.58,1494.53
partially_ai_edited\AutoSplice\Forged_JPEG100\41491_0.jpg,Partially AI-Edited,,0.9996,0.2575,1.22,30,1.83,6.64,2.65,6.03,508.76,56.21,482.77,648.64
partially_ai_edited\AutoSplice\Forged_JPEG100\41540_2.jpg,Partially AI-Edited,,0.9979,0.1716,0.79,25,1.33,2.11,1.37,4.45,182.0,30.73,222.6,371.28
partially_ai_edited\AutoSplice\Forged_JPEG100\41565_2.jpg,Partially AI-Edited,,0.0001,0.2024,1.84,31,2.15,15.2,9.39,12.37,2401.99,121.77,2463.14,1583.41
partially_ai_edited\AutoSplice\Forged_JPEG100\41587_0.jpg,Partially AI-Edited,,0.0012,0.1138,1.24,22,1.2,22.61,11.54,11.89,2607.13,155.27,2780.58,995.13
partially_ai_edited\AutoSplice\Forged_JPEG100\41777_1.jpg,Partially AI-Edited,,0.0009,0.4612,1.06,36,1.58,6.86,3.39,6.01,595.24,49.37,535.17,558.82
partially_ai_edited\AutoSplice\Forged_JPEG100\41893_1.jpg,Partially AI-Edited,,0.9999,0.2866,0.65,32,1.17,3.68,1.91,4.64,279.41,29.89,286.86,406.03
partially_ai_edited\AutoSplice\Forged_JPEG100\41932_0.jpg,Partially AI-Edited,,0.9878,0.2574,1.05,28,1.4,4.77,2.36,4.15,182.08,40.38,166.9,174.89
partially_ai_edited\AutoSplice\Forged_JPEG100\41958_1.jpg,Partially AI-Edited,,0.0,0.2538,1.46,44,1.77,20.72,10.21,13.08,3292.8,114.43,3334.08,2191.24
partially_ai_edited\AutoSplice\Forged_JPEG100\42019_0.jpg,Partially AI-Edited,,0.0011,0.512,0.79,14,1.08,8.04,3.82,6.79,626.25,53.02,637.02,539.18
partially_ai_edited\AutoSplice\Forged_JPEG100\42024_1.jpg,Partially AI-Edited,,0.0,0.3169,1.09,29,1.4,12.52,5.72,8.31,1068.17,76.44,1157.02,868.75
partially_ai_edited\AutoSplice\Forged_JPEG100\42078_1.jpg,Partially AI-Edited,,0.9917,0.244,1.05,38,1.89,2.81,1.2,3.23,109.8,23.35,105.3,172.06
partially_ai_edited\AutoSplice\Forged_JPEG100\42210_0.jpg,Partially AI-Edited,,0.9989,0.2491,0.87,30,1.56,2.16,1.28,5.22,312.69,25.1,8440.97,27902.74
partially_ai_edited\AutoSplice\Forged_JPEG100\42219_0.jpg,Partially AI-Edited,,1.0,0.3111,1.13,20,1.51,3.26,2.16,3.59,165.97,37.11,183.32,134.51
partially_ai_edited\AutoSplice\Forged_JPEG100\42299_0.jpg,Partially AI-Edited,,1.0,0.1835,1.73,24,1.99,5.81,3.23,5.68,479.66,51.03,491.14,318.17
partially_ai_edited\AutoSplice\Forged_JPEG100\42407_1.jpg,Partially AI-Edited,,0.9175,0.2147,0.69,15,0.93,5.82,3.33,6.04,616.72,43.97,596.04,834.94
partially_ai_edited\AutoSplice\Forged_JPEG100\42425_0.jpg,Partially AI-Edited,,0.0879,0.2478,1.48,32,2.02,5.81,3.3,6.36,424.06,61.12,690.82,701.12
partially_ai_edited\AutoSplice\Forged_JPEG100\42430_0.jpg,Partially AI-Edited,,0.0189,0.4338,1.21,19,1.31,21.8,9.4,10.99,2457.46,118.2,2519.52,2265.89
partially_ai_edited\AutoSplice\Forged_JPEG100\42496_1.jpg,Partially AI-Edited,,0.9963,0.2807,1.29,27,1.76,3.25,1.58,4.01,244.48,26.6,214.31,317.07
partially_ai_edited\AutoSplice\Forged_JPEG100\42602_2.jpg,Partially AI-Edited,,0.9991,0.3327,1.22,26,1.65,7.72,4.14,6.64,589.19,58.82,562.9,435.07
partially_ai_edited\AutoSplice\Forged_JPEG100\42625_2.jpg,Partially AI-Edited,,0.0249,0.4091,1.11,22,1.65,3.89,1.78,3.77,211.82,36.31,214.21,254.55
partially_ai_edited\AutoSplice\Forged_JPEG100\42703_2.jpg,Partially AI-Edited,,1.0,0.5279,1.22,33,1.88,4.57,2.26,5.32,319.07,47.58,316.81,333.68
partially_ai_edited\AutoSplice\Forged_JPEG100\42779_1.jpg,Partially AI-Edited,,0.8538,0.2789,1.22,26,1.4,5.49,3.68,6.0,436.42,60.62,555.83,597.73
partially_ai_edited\AutoSplice\Forged_JPEG100\42835_1.jpg,Partially AI-Edited,,0.7806,0.2352,1.88,46,2.9,5.88,2.76,4.97,425.15,46.43,433.81,434.58
partially_ai_edited\AutoSplice\Forged_JPEG100\43137_2.jpg,Partially AI-Edited,,0.0001,0.4032,1.27,25,1.32,21.05,10.03,11.02,2743.15,122.84,2639.31,1640.7
partially_ai_edited\AutoSplice\Forged_JPEG100\43259_2.jpg,Partially AI-Edited,,0.0001,0.3387,1.08,20,1.3,16.21,7.3,8.86,1671.68,86.01,1678.3,1283.39
partially_ai_edited\AutoSplice\Forged_JPEG100\43366_1.jpg,Partially AI-Edited,,0.9866,0.4638,1.61,40,2.46,5.44,3.3,7.07,711.33,47.72,727.67,840.12
partially_ai_edited\AutoSplice\Forged_JPEG100\43515_1.jpg,Partially AI-Edited,,0.9998,0.5,1.24,32,2.15,3.82,1.75,3.93,235.81,31.13,258.5,358.13
partially_ai_edited\AutoSplice\Forged_JPEG100\43680_2.jpg,Partially AI-Edited,,0.0,0.291,1.34,27,1.75,14.14,8.79,12.14,2386.87,110.97,2347.91,1651.8
partially_ai_edited\AutoSplice\Forged_JPEG100\43682_1.jpg,Partially AI-Edited,,0.9982,0.3,0.91,26,1.56,3.36,1.98,5.78,427.96,34.85,422.58,532.39
partially_ai_edited\AutoSplice\Forged_JPEG100\43712_0.jpg,Partially AI-Edited,,0.9989,0.1923,1.44,26,1.68,11.49,4.39,5.97,413.54,84.47,431.45,384.69
partially_ai_edited\AutoSplice\Forged_JPEG100\43842_0.jpg,Partially AI-Edited,,0.9999,0.3373,1.24,29,1.84,3.95,2.56,5.23,396.81,41.1,412.46,503.24
partially_ai_edited\AutoSplice\Forged_JPEG100\43901_1.jpg,Partially AI-Edited,,0.998,0.2492,1.07,40,1.57,4.46,1.84,4.12,181.43,41.72,177.07,200.98
partially_ai_edited\AutoSplice\Forged_JPEG100\44043_2.jpg,Partially AI-Edited,,0.9954,0.3505,1.04,19,1.59,3.05,1.75,5.16,308.34,34.74,324.55,498.27
partially_ai_edited\AutoSplice\Forged_JPEG100\44063_1.jpg,Partially AI-Edited,,0.9922,0.3318,1.04,31,1.56,5.15,1.94,3.89,204.96,39.48,215.25,213.1
partially_ai_edited\AutoSplice\Forged_JPEG100\44110_2.jpg,Partially AI-Edited,,0.0,0.2815,1.08,24,1.67,8.29,5.47,8.98,1061.29,74.9,1098.1,1085.77
partially_ai_edited\AutoSplice\Forged_JPEG100\44235_1.jpg,Partially AI-Edited,,0.0047,0.1853,1.16,30,1.67,7.89,4.11,6.84,585.14,61.89,609.21,501.87
partially_ai_edited\AutoSplice\Forged_JPEG100\44240_2.jpg,Partially AI-Edited,,0.0571,0.3654,0.89,31,1.49,8.7,3.22,5.64,498.83,45.97,496.92,435.44
partially_ai_edited\AutoSplice\Forged_JPEG100\44324_2.jpg,Partially AI-Edited,,0.9997,0.4147,1.52,24,1.68,8.16,3.5,4.99,296.21,63.18,320.34,216.98
partially_ai_edited\AutoSplice\Forged_JPEG100\44461_0.jpg,Partially AI-Edited,,0.9997,0.3186,1.38,20,1.56,7.82,3.46,4.67,344.36,48.91,357.54,268.9
partially_ai_edited\AutoSplice\Forged_JPEG100\44851_0.jpg,Partially AI-Edited,,0.9551,0.2991,1.4,24,1.8,3.85,1.87,2.94,120.9,34.18,128.64,98.93
partially_ai_edited\AutoSplice\Forged_JPEG100\44851_1.jpg,Partially AI-Edited,,1.0,0.2441,1.2,24,1.54,2.66,1.8,3.17,140.49,30.18,151.99,111.38
partially_ai_edited\AutoSplice\Forged_JPEG100\44859_0.jpg,Partially AI-Edited,,0.9995,0.496,1.22,26,1.96,5.57,2.37,5.21,397.88,40.55,361.24,383.49
partially_ai_edited\AutoSplice\Forged_JPEG100\44899_2.jpg,Partially AI-Edited,,0.9853,0.3547,2.23,39,3.16,9.58,7.35,15.6,4567.14,80.61,4554.66,3688.26
partially_ai_edited\AutoSplice\Forged_JPEG100\44917_2.jpg,Partially AI-Edited,,1.0,0.3667,1.15,28,1.61,6.75,2.84,5.52,368.53,53.6,377.71,246.79
partially_ai_edited\AutoSplice\Forged_JPEG100\44998_0.jpg,Partially AI-Edited,,0.3797,0.3551,1.03,19,1.35,3.75,1.57,2.87,93.2,42.33,92.83,77.29
partially_ai_edited\AutoSplice\Forged_JPEG100\45015_1.jpg,Partially AI-Edited,,0.9992,0.359,1.27,35,1.78,6.11,2.85,5.37,361.78,48.46,383.99,239.47
partially_ai_edited\AutoSplice\Forged_JPEG100\45131_0.jpg,Partially AI-Edited,,0.1177,0.0391,0.42,27,1.35,2.18,1.3,4.65,224.62,18.73,219.75,556.58
partially_ai_edited\AutoSplice\Forged_JPEG100\45288_1.jpg,Partially AI-Edited,,0.9992,0.141,1.1,36,1.7,4.03,2.91,4.91,316.64,43.07,339.97,461.55
partially_ai_edited\AutoSplice\Forged_JPEG100\45340_1.jpg,Partially AI-Edited,,1.0,0.3384,1.44,24,1.81,3.62,2.15,3.61,221.32,34.81,229.3,197.19
partially_ai_edited\AutoSplice\Forged_JPEG100\45358_0.jpg,Partially AI-Edited,,0.0,0.3035,1.41,26,1.52,18.4,9.06,11.13,2285.52,105.99,2155.15,1106.28
partially_ai_edited\AutoSplice\Forged_JPEG100\45424_0.jpg,Partially AI-Edited,,0.9431,0.2397,0.93,19,1.47,3.54,1.82,3.99,235.38,37.11,236.44,301.91
partially_ai_edited\AutoSplice\Forged_JPEG100\45580_2.jpg,Partially AI-Edited,,0.4079,0.2042,1.39,27,1.69,6.91,2.94,4.66,246.87,50.45,272.83,148.68
partially_ai_edited\AutoSplice\Forged_JPEG100\45694_2.jpg,Partially AI-Edited,,0.9403,0.3674,1.45,40,1.58,7.07,2.86,4.11,209.79,60.5,226.68,229.81
partially_ai_edited\AutoSplice\Forged_JPEG100\45770_0.jpg,Partially AI-Edited,,0.9987,0.2433,1.08,51,1.67,3.42,1.54,3.06,90.85,31.51,84.46,82.76
partially_ai_edited\AutoSplice\Forged_JPEG100\45794_0.jpg,Partially AI-Edited,,0.0011,0.3365,1.34,30,1.72,15.02,8.0,10.6,1940.18,103.64,1969.49,1364.4
partially_ai_edited\AutoSplice\Forged_JPEG100\45878_2.jpg,Partially AI-Edited,,0.9922,0.347,2.09,41,2.55,7.81,3.2,4.98,420.62,52.68,437.94,334.66
partially_ai_edited\AutoSplice\Forged_JPEG100\45883_1.jpg,Partially AI-Edited,,0.9999,0.3549,1.71,24,2.02,6.37,2.92,5.54,486.4,51.85,495.0,473.25
